number,Chinese entity name,entity binomial scientific name,Chinese sym,English sym,Chinese relation,English relation
9667,黄麻枯萎病,Fusarium oxysporum,茎基呈褐色至黑褐色腐烂,The stem base turns brown to dark brown and rots,存在症状,ManifestAs
9668,黄麻枯萎病,Fusarium oxysporum,顶叶呈黄绿色,Top leaves are yellow-green,存在症状,ManifestAs
9669,黄麻枯萎病,Fusarium oxysporum,褐色病斑,Brown spots,存在症状,ManifestAs
9670,黄麻枯萎病,Fusarium oxysporum,白色至淡红色粉状霉,White to light red powdery mildew,存在症状,ManifestAs
9671,黄麻枯萎病,Fusarium oxysporum,木质部呈黄褐色至褐色,The wood is yellowish brown to brown,存在症状,ManifestAs
9672,黄麻枯萎病,Fusarium oxysporum,褐色至黑褐色细条纹,Brown to dark brown thin stripes,存在症状,ManifestAs
9673,黄麻枯萎病,Fusarium oxysporum,木质部呈褐色,Brown wood,存在症状,ManifestAs
9674,古毒蛾,Orgyia antiqua,仅留叶柄,Only petiole remains,存在症状,ManifestAs
9675,古毒蛾,Orgyia antiqua,缺刻和孔洞,Nicks and holes,存在症状,ManifestAs
9676,古毒蛾,Orgyia antiqua,只留粗脉,Only thick veins remain,存在症状,ManifestAs
9677,古毒蛾,Orgyia antiqua,不规则的凹斑和孔洞,Irregular pits and holes,存在症状,ManifestAs
9678,银锭夜蛾,Autographa gamma,缺刻或孔洞,Notches or holes,存在症状,ManifestAs
9679,向日葵褐斑病,Septoria helianthi,褐色小圆点,Brown dots,存在症状,ManifestAs
9680,向日葵褐斑病,Septoria helianthi,黄色小圆斑,Small yellow spots,存在症状,ManifestAs
9681,向日葵褐斑病,Septoria helianthi,多角形或不规则形病斑,Polygonal or irregular lesions,存在症状,ManifestAs
9682,向日葵褐斑病,Septoria helianthi,黄绿色晕环,Yellow-green halo,存在症状,ManifestAs
9683,向日葵褐斑病,Septoria helianthi,叶片干枯,Dry leaves,存在症状,ManifestAs
9684,向日葵褐斑病,Septoria helianthi,病斑黄褐色,Lesions yellow-brown,存在症状,ManifestAs
9685,向日葵白粉病,Erysiphe cichoracearum,白色粉状霉,White powdery mildew,存在症状,ManifestAs
9686,向日葵白粉病,Erysiphe cichoracearum,灰白色霉层,Grayish white mold layer,存在症状,ManifestAs
9687,向日葵白粉病,Erysiphe cichoracearum,病叶变褐焦枯,Diseased leaves turn brown and scorch,存在症状,ManifestAs
9688,向日葵白粉病,Erysiphe cichoracearum,病斑灰褐色至黑褐色,Lesions are gray-brown to dark brown,存在症状,ManifestAs
9689,向日葵白粉病,Erysiphe cichoracearum,不规则形,Irregular,存在症状,ManifestAs
9690,向日葵白粉病,Erysiphe cichoracearum,病斑边缘不整齐,Irregular lesion edges,存在症状,ManifestAs
9691,向日葵白粉病,Erysiphe cichoracearum,黑色小粒点,Black small dots,存在症状,ManifestAs
9692,向日葵霜霉病,Plasmopara halstedii,幼苗腐烂,Seedling rot,存在症状,ManifestAs
9693,向日葵霜霉病,Plasmopara halstedii,株形矮小,Short plant shape,存在症状,ManifestAs
9694,向日葵霜霉病,Plasmopara halstedii,节间缩,Internode contraction,存在症状,ManifestAs
9695,向日葵霜霉病,Plasmopara halstedii,茎杆细弱或变,The stem is thin or weak,存在症状,ManifestAs
9696,向日葵霜霉病,Plasmopara halstedii,叶子畸,Leaf Deformation,存在症状,ManifestAs
9697,向日葵霜霉病,Plasmopara halstedii,现褪绿黄,Now faded green,存在症状,ManifestAs
9698,向日葵霜霉病,Plasmopara halstedii,现白色霉,White mold,存在症状,ManifestAs
9699,向日葵霜霉病,Plasmopara halstedii,花序不育,Inflorescence sterility,存在症状,ManifestAs
9700,向日葵霜霉病,Plasmopara halstedii,淡绿色至黄色小型斑,Light green to yellow small spots,存在症状,ManifestAs
9701,向日葵霜霉病,Plasmopara halstedii,沿叶脉褪绿黄斑,Chlorotic yellow spots along leaf veins,存在症状,ManifestAs
9702,向日葵霜霉病,Plasmopara halstedii,白色霉层,White mold layer,存在症状,ManifestAs
9703,向日葵根茎腐病,Fusarium oxysporum,黑色干腐状,Black dry rot,存在症状,ManifestAs
9704,向日葵根茎腐病,Fusarium oxysporum,呈炭黑色,Charcoal black,存在症状,ManifestAs
9705,向日葵白绢病,Sclerotium rolfsii,绢丝状白色菌丝,Silky white hyphae,存在症状,ManifestAs
9706,向日葵白绢病,Sclerotium rolfsii,菜籽粒大小菌核,Rapeseed size sclerotia,存在症状,ManifestAs
9707,向日葵白绢病,Sclerotium rolfsii,菌核由白变红褐,Sclerotia turn from white to reddish brown,存在症状,ManifestAs
9708,向日葵黄萎病,Verticillium dahliae,维管束呈褐色,Vascular bundles are brown,存在症状,ManifestAs
9709,向日葵黄萎病,Verticillium dahliae,中位叶呈斑驳状,The middle leaf is mottled,存在症状,ManifestAs
9710,向日葵灰霉病,Botrytis cinerea,病部湿腐,Wet rot of diseased part,存在症状,ManifestAs
9711,向日葵灰霉病,Botrytis cinerea,水渍状,Water stain,存在症状,ManifestAs
9712,向日葵灰霉病,Botrytis cinerea,稀疏的灰色霉层,Sparse gray mold,存在症状,ManifestAs
9713,向日葵灰霉病,Botrytis cinerea,花盘腐烂,Disk rot,存在症状,ManifestAs
9714,向日葵细菌性叶斑病,Pseudomonas syringae,水浸状小斑,Water-soaked spots,存在症状,ManifestAs
9715,向日葵细菌性叶斑病,Pseudomonas syringae,暗褐色不规则形角斑,Dark brown irregular angular spots,存在症状,ManifestAs
9716,向日葵细菌性叶斑病,Pseudomonas syringae,叶焦枯,Leaf scorch,存在症状,ManifestAs
9717,向日葵细菌性叶斑病,Pseudomonas syringae,病斑中心破裂,Lesion center rupture,存在症状,ManifestAs
9718,向日葵细菌性叶斑病,Pseudomonas syringae,叶片干枯脱落,Leaves dry and fall off,存在症状,ManifestAs
9719,向日葵细菌性茎腐病,Pseudomonas syringae,褐色湿腐状,Brown wet rot,存在症状,ManifestAs
9720,向日葵细菌性茎腐病,Pseudomonas syringae,呈髓部变褐腐烂,The pith turns brown and rots,存在症状,ManifestAs
9721,向日葵细菌性茎腐病,Pseudomonas syringae,茎部纵裂,Stem longitudinal fissure,存在症状,ManifestAs
9722,向日葵细菌性茎腐病,Pseudomonas syringae,髓部萎缩中空,Atrophy and hollowness of the medullary,存在症状,ManifestAs
9723,向日葵细菌性茎腐病,Pseudomonas syringae,橄榄绿色,Olive Green,存在症状,ManifestAs
9724,向日葵细菌性茎腐病,Pseudomonas syringae,髓部软腐,Pith rot,存在症状,ManifestAs
9725,向日葵细菌性茎腐病,Pseudomonas syringae,萎缩变空,Shrinking and becoming empty,存在症状,ManifestAs
9726,向日葵细菌性茎腐病,Pseudomonas syringae,病茎变黑,Diseased stems turn black,存在症状,ManifestAs
9727,向日葵细菌性茎腐病,Pseudomonas syringae,褐色或黑色,Brown or black,存在症状,ManifestAs
9728,向日葵细菌性茎腐病,Pseudomonas syringae,不规则形,Irregular,存在症状,ManifestAs
9729,向日葵细菌性茎腐病,Pseudomonas syringae,葵盘褐腐或黑腐,Sunflower disk brown rot or black rot,存在症状,ManifestAs
9730,向日葵根结线虫病,Meloidogyne,不规则纺锤形或圆形,Irregular spindle or round,存在症状,ManifestAs
9731,向日葵根结线虫病,Meloidogyne,乳白色小粒状,Milky white small granules,存在症状,ManifestAs
9732,向日葵根结线虫病,Meloidogyne,植株矮小,Short plant,存在症状,ManifestAs
9733,向日葵花叶病毒病,Sunflower mosaic virus,褐色坏死条纹,Brown necrotic streaks,存在症状,ManifestAs
9734,向日葵花叶病毒病,Sunflower mosaic virus,花盘变形,Disk deformation,存在症状,ManifestAs
9735,向日葵花叶病毒病,Sunflower mosaic virus,顶部小叶扭曲,Twisted leaflets at top,存在症状,ManifestAs
9736,向日葵花叶病毒病,Sunflower mosaic virus,种子瘪缩,Seed shrinkage,存在症状,ManifestAs
9737,蛞蝓,Deroceras,白色黏质痕迹,White slime marks,存在症状,ManifestAs
9738,魔芋白绢病,Sclerotium rolfsii,植株凋萎,Plant wilt,存在症状,ManifestAs
9739,魔芋白绢病,Sclerotium rolfsii,淡褐色不规则斑点,Light brown irregular spots,存在症状,ManifestAs
9740,魔芋白绢病,Sclerotium rolfsii,微凹且软化,Slightly concave and softened,存在症状,ManifestAs
9741,魔芋白绢病,Sclerotium rolfsii,白绢丝状物,White silky substance,存在症状,ManifestAs
9742,魔芋软腐病,Erwinia carotovora,叶柄呈水渍状暗绿色,The petiole is water-soaked dark green,存在症状,ManifestAs
9743,魔芋软腐病,Erwinia carotovora,叶片变黄卷缩,Leaves turn yellow and curl up,存在症状,ManifestAs
9744,魔芋软腐病,Erwinia carotovora,块茎内部变软,The inside of the tuber becomes soft,存在症状,ManifestAs
9745,魔芋软腐病,Erwinia carotovora,腐烂发臭,Rotten and smelly,存在症状,ManifestAs
9746,魔芋轮纹斑病,Phytophthora colocasiae,浅褐色小斑点,Light brown spots,存在症状,ManifestAs
9747,魔芋轮纹斑病,Phytophthora colocasiae,近圆形至不规则形黄褐色斑,Nearly circular to irregular yellow-brown spots,存在症状,ManifestAs
9748,魔芋炭疽病,Colletotrichum gloeosporioides,近圆形褐色小斑,"Small, nearly circular brown spots",存在症状,ManifestAs
9749,魔芋炭疽病,Colletotrichum gloeosporioides,圆形至不定形褐色大斑,Round to irregular brown spots,存在症状,ManifestAs
9750,魔芋炭疽病,Colletotrichum gloeosporioides,中部淡褐至灰褐色,Light brown to grayish brown in the middle,存在症状,ManifestAs
9751,魔芋炭疽病,Colletotrichum gloeosporioides,边缘深褐色,Dark brown edge,存在症状,ManifestAs
9752,魔芋细菌性叶枯病,Xanthomonas campestris,黑褐色不规则形枯斑,Dark brown irregular lesions,存在症状,ManifestAs
9753,魔芋细菌性叶枯病,Xanthomonas campestris,叶片扭曲,Twisted blades,存在症状,ManifestAs
9754,魔芋细菌性叶枯病,Xanthomonas campestris,叶片大量干枯,A lot of leaves drying up,存在症状,ManifestAs
9755,魔芋细菌性叶枯病,Xanthomonas campestris,植株倒伏,Plant lodging,存在症状,ManifestAs
9756,魔芋病毒病,Dasheen mosaic virus,典型花叶或叶片缩小,Typical mosaic or leaf shrinkage,存在症状,ManifestAs
9757,魔芋病毒病,Dasheen mosaic virus,褪绿环斑或条斑,Chlorotic ring spots or streaks,存在症状,ManifestAs
9758,魔芋病毒病,Dasheen mosaic virus,羽毛状花纹,Feather pattern,存在症状,ManifestAs
9759,姜枯萎病,Fusarium oxysporum,块茎腐烂变褐,Tuber rot and browning,存在症状,ManifestAs
9760,姜枯萎病,Fusarium oxysporum,植株枯状,Plant withering,存在症状,ManifestAs
9761,姜枯萎病,Fusarium oxysporum,不呈水渍状半透明状,Not water-stained and translucent,存在症状,ManifestAs
9762,姜枯萎病,Fusarium oxysporum,心叶枯死,Heart leaf dead,存在症状,ManifestAs
9763,青花菜细菌性黑斑病,Pseudomonas syringae,淡褐色至发紫边缘的小斑,Small spots with light brown to purple edges,存在症状,ManifestAs
9764,青花菜细菌性黑斑病,Pseudomonas syringae,叶片生长变缓,Slowed leaf growth,存在症状,ManifestAs
9765,青花菜细菌性黑斑病,Pseudomonas syringae,叶面皱缩,Leaf wrinkles,存在症状,ManifestAs
9766,青花菜细菌性黑斑病,Pseudomonas syringae,油渍状斑点,Oily spots,存在症状,ManifestAs
9767,青花菜细菌性黑斑病,Pseudomonas syringae,褐色或深褐色,Brown or dark brown,存在症状,ManifestAs
9768,青花菜细菌性黑斑病,Pseudomonas syringae,不规则形或多角形,Irregular or polygonal,存在症状,ManifestAs
9769,青花菜细菌性黑斑病,Pseudomonas syringae,叶肉脱落,Leaf flesh falls off,存在症状,ManifestAs
9770,蛴螬,Holotrichia,地上部枯黄早死,The aboveground parts turn yellow and die early,存在症状,ManifestAs
9771,葱炭疽病,Colletotrichum dematium,近纺锤形不规则淡灰褐色至褐色病斑,Nearly spindle-shaped irregular light gray-brown to brown lesions,存在症状,ManifestAs
9772,葱炭疽病,Colletotrichum dematium,圆形暗绿色或黑色斑纹,Circular dark green or black markings,存在症状,ManifestAs
9773,葱叶霉病,Botrytis squamosa,叶斑初呈水渍状,Leaf spots initially appear as water stains,存在症状,ManifestAs
9774,葱叶霉病,Botrytis squamosa,暗褐色下陷,Dark brown sunken,存在症状,ManifestAs
9775,葱黑粉病,Urocystis cepulae,高时叶,Gao Shiye,存在症状,ManifestAs
9776,葱黑粉病,Urocystis cepulae,微黄1～2,Slightly yellow 1～2,存在症状,ManifestAs
9777,葱黑粉病,Urocystis cepulae,鳞茎上产生稍隆起的,Slightly raised ridges on the bulb,存在症状,ManifestAs
9778,葱黑粉病,Urocystis cepulae,变为泡,Become a bubble,存在症状,ManifestAs
9779,葱黑粉病,Urocystis cepulae,开裂后散出黑褐,"After cracking, it emits black and brown",存在症状,ManifestAs
9780,葱软腐病,Erwinia carotovora,产生半透明灰白,Produces translucent gray,存在症状,ManifestAs
9781,葱软腐病,Erwinia carotovora,斑叶鞘基部软化,Softening of the base of the leaf sheath,存在症状,ManifestAs
9782,葱软腐病,Erwinia carotovora,败外叶,Leaves,存在症状,ManifestAs
9783,葱软腐病,Erwinia carotovora,鳞片呈水浸状,Water-soaked scales,存在症状,ManifestAs
9784,葱软腐病,Erwinia carotovora,黄褐色或黑褐色带有臭味的汁液,Yellowish brown or dark brown sap with a foul odor,存在症状,ManifestAs
9785,葱黄矮病,Liberobacter asiaticum,病叶生长受抑,Diseased leaves growth is inhibited,存在症状,ManifestAs
9786,葱黄矮病,Liberobacter asiaticum,叶片扭曲变细,The leaves are twisted and thin,存在症状,ManifestAs
9787,葱黄矮病,Liberobacter asiaticum,叶面凹凸不平,Uneven leaf surface,存在症状,ManifestAs
9788,葱黄矮病,Liberobacter asiaticum,叶尖逐渐黄化,Leaf tips gradually turn yellow,存在症状,ManifestAs
9789,葱黄矮病,Liberobacter asiaticum,黄绿色斑驳或黄色长条斑,Yellow-green mottled or yellow long stripes,存在症状,ManifestAs
9790,葱黄矮病,Liberobacter asiaticum,葱管扭曲,Onion tube twist,存在症状,ManifestAs
9791,葱黄矮病,Liberobacter asiaticum,蜡质减少,Wax reduction,存在症状,ManifestAs
9792,葱黄矮病,Liberobacter asiaticum,叶下垂变黄,Leaves droop and turn yellow,存在症状,ManifestAs
9793,葱黄矮病,Liberobacter asiaticum,全株矮化或萎缩,The whole plant is dwarfed or shrunken,存在症状,ManifestAs
9794,葱黄矮病,Liberobacter asiaticum,叶片波状或扁,Leaves wavy or flat,存在症状,ManifestAs
9795,葱黄矮病,Liberobacter asiaticum,现黄绿色花斑或黄色长条斑,Yellow-green spots or yellow long stripes,存在症状,ManifestAs
9796,葱斑潜蝇,Liriomyza chinensis,呈白色圆形斑点或圆形刻点,White round spots or dots,存在症状,ManifestAs
9797,葱斑潜蝇,Liriomyza chinensis,呈细长椭圆形,Long and thin oval,存在症状,ManifestAs
9798,葱斑潜蝇,Liriomyza chinensis,叶片提前枯死,Premature leaf death,存在症状,ManifestAs
9799,葱黄寡毛跳甲,Luperomorpha suturalis,叶片枯黄,Leaves turn yellow,存在症状,ManifestAs
9800,韭菜迟眼蕈蚊,Bradysia odoriphaga,缺苗断垄,Missing seedlings and broken ridges,存在症状,ManifestAs
9801,大白菜霜霉病,Peronospora parasitica,白色霜状的霉层,White frosty mildew,存在症状,ManifestAs
9802,大白菜霜霉病,Peronospora parasitica,幼苗变黄枯死,Seedlings turn yellow and die,存在症状,ManifestAs
9803,大白菜霜霉病,Peronospora parasitica,水浸状淡黄色病斑,Water-soaked pale yellow spots,存在症状,ManifestAs
9804,大白菜霜霉病,Peronospora parasitica,白色霜霉,White downy mildew,存在症状,ManifestAs
9805,大白菜霜霉病,Peronospora parasitica,褪绿变黄的病斑,Chlorotic and yellowing spots,存在症状,ManifestAs
9806,大白菜霜霉病,Peronospora parasitica,黄色至黄褐色,Yellow to brown,存在症状,ManifestAs
9807,大白菜霜霉病,Peronospora parasitica,黄褐色枯斑,Brown spots,存在症状,ManifestAs
9808,大白菜霜霉病,Peronospora parasitica,叶片变黄干枯,Leaves turn yellow and dry,存在症状,ManifestAs
9809,大白菜霜霉病,Peronospora parasitica,花梗肥肿变曲,The pedicels are swollen and curved,存在症状,ManifestAs
9810,大白菜霜霉病,Peronospora parasitica,上生白霉,White mold,存在症状,ManifestAs
9811,大白菜霜霉病,Peronospora parasitica,结实不良,Poor firmness,存在症状,ManifestAs
9812,大白菜白斑病,Cercospora brassicicola,灰褐色细小斑点,Gray-brown tiny spots,存在症状,ManifestAs
9813,大白菜白斑病,Cercospora brassicicola,呈圆形病斑,Circular lesions,存在症状,ManifestAs
9814,大白菜白斑病,Cercospora brassicicola,淡黄绿色晕圈,Light yellow green halo,存在症状,ManifestAs
9815,大白菜白斑病,Cercospora brassicicola,淡淡的灰霉,Light gray mold,存在症状,ManifestAs
9816,大白菜白斑病,Cercospora brassicicola,病斑呈白色半透明薄纸状,"The lesions are white, translucent, and paper-like",存在症状,ManifestAs
9817,大白菜白斑病,Cercospora brassicicola,叶片干枯死亡,Leaves dry up and die,存在症状,ManifestAs
9818,大白菜炭疽病,Colletotrichum orbiculare,苍白色水浸状小斑点,Pale water-soaked spots,存在症状,ManifestAs
